user_id,timestamp,event,variant
100,2024-01-08,active,A
100,2024-01-10,active,A
101,2024-01-05,signup,A
101,2024-01-07,active,A
101,2024-01-08,active,A
101,2024-01-10,active,A
102,2024-01-07,signup,A
102,2024-01-11,active,A
103,2024-01-07,signup,B
103,2024-01-08,active,B
103,2024-01-09,active,B
103,2024-01-10,active,B
103,2024-01-11,active,B
103,2024-01-12,active,B
103,2024-01-13,active,B
104,2024-01-10,signup,A
104,2024-01-11,active,A
104,2024-01-14,active,A
104,2024-01-15,active,A
105,2024-01-08,signup,B
105,2024-01-09,active,B
105,2024-01-10,active,B
105,2024-01-11,active,B
105,2024-01-12,active,B
105,2024-01-13,active,B
105,2024-01-14,active,B
106,2024-01-06,signup,B
106,2024-01-07,active,B
106,2024-01-09,active,B
106,2024-01-10,active,B
106,2024-01-11,active,B
107,2024-01-01,signup,B
107,2024-01-02,active,B
107,2024-01-03,active,B
108,2024-01-05,signup,A
108,2024-01-06,active,A
108,2024-01-07,active,A
108,2024-01-09,active,A
108,2024-01-10,active,A
109,2024-01-11,signup,A
109,2024-01-12,active,A
109,2024-01-13,active,A
109,2024-01-14,active,A
109,2024-01-15,active,A
109,2024-01-16,active,A
109,2024-01-17,active,A
110,2024-01-03,signup,A
110,2024-01-05,active,A
110,2024-01-07,active,A
110,2024-01-08,active,A
110,2024-01-09,active,A
111,2024-01-06,signup,B
111,2024-01-07,active,B
111,2024-01-08,active,B
111,2024-01-09,active,B
111,2024-01-10,active,B
111,2024-01-12,active,B
112,2024-01-08,signup,B
112,2024-01-09,active,B
112,2024-01-10,active,B
112,2024-01-11,active,B
112,2024-01-12,active,B
112,2024-01-13,active,B
113,2024-01-11,signup,A
113,2024-01-14,active,A
113,2024-01-16,active,A
113,2024-01-17,active,A
114,2024-01-03,signup,B
114,2024-01-04,active,B
114,2024-01-05,active,B
114,2024-01-07,active,B
114,2024-01-09,active,B
115,2024-01-05,signup,A
115,2024-01-08,active,A
115,2024-01-09,active,A
115,2024-01-10,active,A
116,2024-01-09,signup,A
116,2024-01-10,active,A
116,2024-01-12,active,A
116,2024-01-13,active,A
117,2024-01-09,signup,B
117,2024-01-10,active,B
117,2024-01-11,active,B
117,2024-01-13,active,B
117,2024-01-14,active,B
117,2024-01-15,active,B
118,2024-01-09,signup,A
118,2024-01-11,active,A
118,2024-01-15,active,A
119,2024-01-03,signup,B
119,2024-01-04,active,B
119,2024-01-06,active,B
119,2024-01-07,active,B
120,2024-01-11,signup,A
120,2024-01-12,active,A
120,2024-01-16,active,A
120,2024-01-17,active,A
121,2024-01-01,signup,B
121,2024-01-02,active,B
121,2024-01-03,active,B
121,2024-01-04,active,B
121,2024-01-06,active,B
122,2024-01-03,signup,B
122,2024-01-07,active,B
122,2024-01-09,active,B
123,2024-01-02,signup,B
123,2024-01-04,active,B
123,2024-01-05,active,B
123,2024-01-06,active,B
123,2024-01-07,active,B
123,2024-01-08,active,B
124,2024-01-10,signup,A
124,2024-01-12,active,A
124,2024-01-13,active,A
124,2024-01-14,active,A
124,2024-01-16,active,A
125,2024-01-04,signup,B
125,2024-01-05,active,B
125,2024-01-06,active,B
125,2024-01-07,active,B
125,2024-01-09,active,B
125,2024-01-10,active,B
126,2024-01-06,signup,B
126,2024-01-08,active,B
126,2024-01-10,active,B
127,2024-01-01,signup,B
127,2024-01-02,active,B
127,2024-01-03,active,B
127,2024-01-04,active,B
127,2024-01-05,active,B
127,2024-01-06,active,B
127,2024-01-07,active,B
128,2024-01-11,signup,A
128,2024-01-12,active,A
128,2024-01-15,active,A
128,2024-01-17,active,A
129,2024-01-06,signup,B
129,2024-01-07,active,B
129,2024-01-08,active,B
129,2024-01-10,active,B
129,2024-01-11,active,B
129,2024-01-12,active,B
130,2024-01-08,signup,B
130,2024-01-10,active,B
130,2024-01-11,active,B
130,2024-01-12,active,B
130,2024-01-13,active,B
131,2024-01-01,signup,B
131,2024-01-02,active,B
131,2024-01-04,active,B
131,2024-01-05,active,B
132,2024-01-01,signup,A
132,2024-01-02,active,A
132,2024-01-03,active,A
132,2024-01-04,active,A
132,2024-01-05,active,A
132,2024-01-07,active,A
133,2024-01-02,signup,A
133,2024-01-06,active,A
133,2024-01-08,active,A
134,2024-01-09,signup,B
134,2024-01-10,active,B
134,2024-01-11,active,B
134,2024-01-14,active,B
135,2024-01-08,signup,B
135,2024-01-10,active,B
135,2024-01-12,active,B
136,2024-01-02,signup,B
136,2024-01-03,active,B
136,2024-01-04,active,B
136,2024-01-06,active,B
136,2024-01-08,active,B
137,2024-01-08,signup,A
137,2024-01-10,active,A
137,2024-01-11,active,A
137,2024-01-12,active,A
137,2024-01-13,active,A
138,2024-01-08,signup,A
138,2024-01-09,active,A
138,2024-01-11,active,A
138,2024-01-13,active,A
138,2024-01-14,active,A
139,2024-01-02,signup,B
139,2024-01-04,active,B
139,2024-01-07,active,B
140,2024-01-02,signup,A
140,2024-01-04,active,A
140,2024-01-05,active,A
140,2024-01-07,active,A
140,2024-01-08,active,A
141,2024-01-07,signup,B
141,2024-01-09,active,B
141,2024-01-10,active,B
141,2024-01-12,active,B
141,2024-01-13,active,B
142,2024-01-04,signup,A
142,2024-01-07,active,A
142,2024-01-08,active,A
142,2024-01-09,active,A
142,2024-01-10,active,A
143,2024-01-06,signup,B
143,2024-01-08,active,B
143,2024-01-09,active,B
143,2024-01-12,active,B
144,2024-01-04,signup,A
144,2024-01-05,active,A
144,2024-01-06,active,A
144,2024-01-10,active,A
145,2024-01-10,signup,B
145,2024-01-11,active,B
145,2024-01-13,active,B
145,2024-01-14,active,B
145,2024-01-15,active,B
146,2024-01-06,signup,B
146,2024-01-07,active,B
146,2024-01-08,active,B
146,2024-01-09,active,B
146,2024-01-10,active,B
146,2024-01-11,active,B
147,2024-01-01,signup,B
147,2024-01-06,active,B
147,2024-01-07,active,B
148,2024-01-07,signup,B
148,2024-01-08,active,B
148,2024-01-09,active,B
148,2024-01-10,active,B
148,2024-01-11,active,B
148,2024-01-12,active,B
148,2024-01-13,active,B
149,2024-01-04,signup,B
149,2024-01-09,active,B
150,2024-01-09,signup,A
150,2024-01-13,active,A
151,2024-01-10,signup,A
151,2024-01-13,active,A
151,2024-01-14,active,A
151,2024-01-16,active,A
152,2024-01-02,signup,B
152,2024-01-05,active,B
152,2024-01-06,active,B
152,2024-01-07,active,B
152,2024-01-08,active,B
153,2024-01-11,signup,B
153,2024-01-12,active,B
153,2024-01-15,active,B
153,2024-01-16,active,B
153,2024-01-17,active,B
154,2024-01-08,signup,A
154,2024-01-11,active,A
154,2024-01-12,active,A
154,2024-01-13,active,A
155,2024-01-07,signup,A
155,2024-01-08,active,A
155,2024-01-09,active,A
155,2024-01-11,active,A
155,2024-01-13,active,A
156,2024-01-10,signup,A
156,2024-01-12,active,A
156,2024-01-13,active,A
157,2024-01-01,signup,A
157,2024-01-02,active,A
157,2024-01-03,active,A
157,2024-01-04,active,A
157,2024-01-06,active,A
157,2024-01-07,active,A
158,2024-01-10,signup,B
158,2024-01-11,active,B
158,2024-01-12,active,B
158,2024-01-13,active,B
158,2024-01-15,active,B
159,2024-01-01,signup,B
159,2024-01-02,active,B
159,2024-01-04,active,B
159,2024-01-05,active,B
159,2024-01-06,active,B
159,2024-01-07,active,B
160,2024-01-02,signup,A
160,2024-01-05,active,A
160,2024-01-07,active,A
160,2024-01-08,active,A
161,2024-01-11,signup,A
161,2024-01-13,active,A
161,2024-01-15,active,A
161,2024-01-16,active,A
161,2024-01-17,active,A
162,2024-01-11,signup,B
162,2024-01-12,active,B
162,2024-01-13,active,B
162,2024-01-14,active,B
162,2024-01-15,active,B
162,2024-01-16,active,B
162,2024-01-17,active,B
163,2024-01-04,signup,B
163,2024-01-08,active,B
163,2024-01-09,active,B
163,2024-01-10,active,B
164,2024-01-09,signup,A
164,2024-01-10,active,A
164,2024-01-11,active,A
164,2024-01-13,active,A
164,2024-01-14,active,A
164,2024-01-15,active,A
165,2024-01-03,signup,B
165,2024-01-04,active,B
165,2024-01-05,active,B
165,2024-01-06,active,B
165,2024-01-08,active,B
166,2024-01-04,signup,B
166,2024-01-05,active,B
166,2024-01-07,active,B
166,2024-01-08,active,B
167,2024-01-06,signup,A
167,2024-01-07,active,A
167,2024-01-09,active,A
167,2024-01-11,active,A
167,2024-01-12,active,A
168,2024-01-10,signup,A
168,2024-01-11,active,A
168,2024-01-13,active,A
168,2024-01-14,active,A
168,2024-01-15,active,A
169,2024-01-08,signup,B
169,2024-01-09,active,B
169,2024-01-11,active,B
169,2024-01-12,active,B
169,2024-01-13,active,B
169,2024-01-14,active,B
170,2024-01-10,signup,B
170,2024-01-11,active,B
170,2024-01-12,active,B
170,2024-01-14,active,B
170,2024-01-16,active,B
171,2024-01-10,signup,B
171,2024-01-11,active,B
171,2024-01-14,active,B
171,2024-01-15,active,B
172,2024-01-01,signup,A
172,2024-01-03,active,A
172,2024-01-04,active,A
172,2024-01-05,active,A
172,2024-01-06,active,A
172,2024-01-07,active,A
173,2024-01-04,signup,A
173,2024-01-05,active,A
173,2024-01-06,active,A
173,2024-01-09,active,A
173,2024-01-10,active,A
174,2024-01-02,signup,A
174,2024-01-04,active,A
174,2024-01-05,active,A
174,2024-01-06,active,A
174,2024-01-07,active,A
175,2024-01-04,signup,B
175,2024-01-06,active,B
175,2024-01-08,active,B
176,2024-01-01,signup,A
176,2024-01-02,active,A
176,2024-01-04,active,A
176,2024-01-05,active,A
176,2024-01-07,active,A
177,2024-01-08,signup,B
177,2024-01-09,active,B
177,2024-01-12,active,B
177,2024-01-13,active,B
177,2024-01-14,active,B
178,2024-01-04,signup,A
178,2024-01-06,active,A
178,2024-01-09,active,A
178,2024-01-10,active,A
179,2024-01-02,signup,B
179,2024-01-03,active,B
179,2024-01-04,active,B
179,2024-01-05,active,B
179,2024-01-08,active,B
180,2024-01-01,signup,A
180,2024-01-02,active,A
180,2024-01-03,active,A
180,2024-01-04,active,A
180,2024-01-05,active,A
180,2024-01-07,active,A
181,2024-01-07,signup,A
181,2024-01-08,active,A
181,2024-01-09,active,A
181,2024-01-10,active,A
181,2024-01-11,active,A
181,2024-01-12,active,A
181,2024-01-13,active,A
182,2024-01-11,signup,B
182,2024-01-12,active,B
182,2024-01-13,active,B
182,2024-01-15,active,B
182,2024-01-17,active,B
183,2024-01-08,signup,A
183,2024-01-09,active,A
183,2024-01-10,active,A
183,2024-01-12,active,A
183,2024-01-14,active,A
184,2024-01-07,signup,B
184,2024-01-08,active,B
184,2024-01-10,active,B
184,2024-01-11,active,B
184,2024-01-12,active,B
184,2024-01-13,active,B
185,2024-01-08,signup,A
185,2024-01-09,active,A
185,2024-01-10,active,A
185,2024-01-12,active,A
186,2024-01-02,signup,A
186,2024-01-04,active,A
186,2024-01-07,active,A
187,2024-01-08,signup,B
187,2024-01-09,active,B
187,2024-01-11,active,B
187,2024-01-12,active,B
188,2024-01-04,signup,A
188,2024-01-06,active,A
188,2024-01-07,active,A
188,2024-01-08,active,A
188,2024-01-09,active,A
188,2024-01-10,active,A
189,2024-01-04,signup,A
189,2024-01-05,active,A
189,2024-01-07,active,A
189,2024-01-10,active,A
190,2024-01-10,signup,B
190,2024-01-11,active,B
190,2024-01-14,active,B
191,2024-01-09,signup,B
191,2024-01-11,active,B
191,2024-01-12,active,B
191,2024-01-13,active,B
191,2024-01-14,active,B
192,2024-01-05,signup,A
192,2024-01-06,active,A
192,2024-01-07,active,A
192,2024-01-11,active,A
193,2024-01-02,signup,A
193,2024-01-03,active,A
193,2024-01-04,active,A
193,2024-01-05,active,A
193,2024-01-06,active,A
194,2024-01-10,signup,B
194,2024-01-11,active,B
194,2024-01-12,active,B
194,2024-01-14,active,B
194,2024-01-15,active,B
194,2024-01-16,active,B
195,2024-01-08,signup,A
195,2024-01-10,active,A
195,2024-01-11,active,A
195,2024-01-12,active,A
195,2024-01-13,active,A
195,2024-01-14,active,A
196,2024-01-09,signup,B
196,2024-01-10,active,B
196,2024-01-11,active,B
196,2024-01-12,active,B
197,2024-01-07,signup,B
197,2024-01-11,active,B
197,2024-01-12,active,B
198,2024-01-08,signup,B
198,2024-01-13,active,B
198,2024-01-14,active,B
199,2024-01-04,signup,B
199,2024-01-05,active,B
199,2024-01-06,active,B
199,2024-01-07,active,B
199,2024-01-09,active,B
200,2024-01-07,signup,B
200,2024-01-08,active,B
200,2024-01-09,active,B
200,2024-01-10,active,B
200,2024-01-12,active,B
200,2024-01-13,active,B
201,2024-01-05,signup,A
201,2024-01-06,active,A
201,2024-01-07,active,A
201,2024-01-08,active,A
201,2024-01-09,active,A
201,2024-01-10,active,A
202,2024-01-04,signup,A
202,2024-01-07,active,A
202,2024-01-09,active,A
203,2024-01-04,signup,B
203,2024-01-05,active,B
203,2024-01-08,active,B
203,2024-01-09,active,B
204,2024-01-02,signup,A
204,2024-01-05,active,A
204,2024-01-06,active,A
204,2024-01-07,active,A
204,2024-01-08,active,A
205,2024-01-01,signup,A
205,2024-01-02,active,A
205,2024-01-04,active,A
206,2024-01-05,signup,A
206,2024-01-06,active,A
206,2024-01-07,active,A
206,2024-01-08,active,A
206,2024-01-09,active,A
206,2024-01-10,active,A
207,2024-01-01,signup,A
207,2024-01-02,active,A
207,2024-01-03,active,A
207,2024-01-05,active,A
207,2024-01-07,active,A
208,2024-01-01,signup,A
208,2024-01-02,active,A
208,2024-01-04,active,A
208,2024-01-05,active,A
208,2024-01-06,active,A
209,2024-01-11,signup,A
209,2024-01-13,active,A
209,2024-01-14,active,A
209,2024-01-15,active,A
209,2024-01-16,active,A
210,2024-01-07,signup,B
210,2024-01-08,active,B
210,2024-01-09,active,B
210,2024-01-12,active,B
211,2024-01-03,signup,B
211,2024-01-04,active,B
211,2024-01-05,active,B
211,2024-01-06,active,B
211,2024-01-07,active,B
212,2024-01-03,signup,B
212,2024-01-04,active,B
212,2024-01-05,active,B
212,2024-01-06,active,B
213,2024-01-03,signup,B
213,2024-01-04,active,B
213,2024-01-05,active,B
213,2024-01-06,active,B
213,2024-01-07,active,B
213,2024-01-08,active,B
213,2024-01-09,active,B
214,2024-01-03,signup,A
214,2024-01-04,active,A
214,2024-01-05,active,A
214,2024-01-07,active,A
215,2024-01-05,signup,A
215,2024-01-06,active,A
215,2024-01-07,active,A
215,2024-01-08,active,A
215,2024-01-09,active,A
215,2024-01-10,active,A
215,2024-01-11,active,A
216,2024-01-10,signup,A
216,2024-01-11,active,A
216,2024-01-12,active,A
216,2024-01-14,active,A
216,2024-01-15,active,A
216,2024-01-16,active,A
217,2024-01-05,signup,A
217,2024-01-06,active,A
217,2024-01-07,active,A
217,2024-01-09,active,A
217,2024-01-10,active,A
218,2024-01-05,signup,B
218,2024-01-06,active,B
218,2024-01-07,active,B
218,2024-01-08,active,B
218,2024-01-11,active,B
219,2024-01-11,signup,B
219,2024-01-12,active,B
219,2024-01-14,active,B
219,2024-01-15,active,B
219,2024-01-16,active,B
220,2024-01-01,signup,B
220,2024-01-03,active,B
220,2024-01-04,active,B
220,2024-01-05,active,B
221,2024-01-02,signup,A
221,2024-01-03,active,A
221,2024-01-07,active,A
222,2024-01-04,signup,B
222,2024-01-08,active,B
222,2024-01-09,active,B
223,2024-01-09,signup,A
223,2024-01-10,active,A
223,2024-01-11,active,A
223,2024-01-12,active,A
223,2024-01-14,active,A
224,2024-01-08,signup,A
224,2024-01-09,active,A
224,2024-01-11,active,A
224,2024-01-13,active,A
224,2024-01-14,active,A
225,2024-01-01,signup,A
225,2024-01-05,active,A
225,2024-01-07,active,A
226,2024-01-02,signup,A
226,2024-01-03,active,A
226,2024-01-06,active,A
226,2024-01-07,active,A
226,2024-01-08,active,A
227,2024-01-08,signup,B
227,2024-01-11,active,B
